,artist,title
1534,Roy Orbison,In Dreams
1535,Roy Orbison,Dream Baby
1536,Roy Orbison,Mean Woman Blues
1537,Roy Orbison,It's Over
1538,Ruben Studdard,Sorry 2004
1539,Rufus Thomas,Walking The Dog
1540,S Club 7,Never Had A Dream Come True
1541,SWV,You're The One
1542,Sade,The Sweetest Taboo
1543,Sade,Smooth Operator
1544,Salt-N-Pepa,Shoop
1545,Sam Cooke,Having A Party
1546,Sam Cooke,Chain Gang
1547,Sam Cooke,Little Red Rooster
1548,Sam Cooke,Twistin' The Night Away
1549,Sam Cooke,Shake
1550,Sam Smith,I'm Not The Only One
1551,Sam and Dave,I Thank You
1552,Sammy Davis Jr.,I've Gotta Be Me
1553,Sara Bareilles,Brave
1554,Sarah McLachlan,Building A Mystery
1555,Sarah McLachlan,I Will Remember You
1556,Scott Mckenzie,San Francisco
1557,Script,For The First Time
1558,Script,Breakeven
1559,Scritti Politti,Perfect Way
1560,Seals and Crofts,Diamond Girl
1561,Sean Kingston,Fire Burning
1562,Sean Kingston,Beautiful Girls
1563,Sean Kingston,Take You There
1564,Sean Paul,(When You Gonna) Give It Up To Me
1565,Sean Paul,I'm Still in Love with You
1566,Sean Paul,Gimme the Light
1567,Sean Paul,Like Glue
1568,Searchers,Love Potion Number Nine
1569,Seekers,Georgy Girl
1570,Seekers,I'll Never Find Another You
1571,Selena Gomez,Good For You
1572,Selena Gomez,The Heart Wants What It Wants
1573,Sergio Mendes,The Look Of Love
1574,Sergio Mendes,The Fool On The Hill
1575,Shai,Baby I'm Yours
1576,Shakespear's Sister,Stay
1577,Shalamar,The Second Time Around
1578,Shania Twain,From This Moment On
1579,Shania Twain,That Don't Impress Me Much
1580,Shania Twain,Forever And For Always
1581,Shannon,Let The Music Play
1582,Shawn Colvin,Sunny Came Home
1583,Shawn Mendes,Stitches
1584,Shawn Mullins,Lullaby
1585,Sheena Easton,The Lover In Me
1586,Sheena Easton,Strut
1587,Sheila E.,The Glamorous Life
1588,Sheryl Crow,Strong Enough
1589,Sheryl Crow,Everyday Is A Winding Road
1590,Sheryl Crow,Soak up the Sun
1591,Sheryl Crow,If It Makes You Happy
1592,Sheryl Crow,The First Cut Is The Deepest
1593,Shinedown,Second Chance
1594,Shirelles,Baby It's You
1595,Shirelles,Foolish Little Girl
1596,Shirley Bassey,Goldfinger
1597,Shirley Ellis,The Name Game
1598,Shocking Blue,Venus
1599,Sia,Elastic Heart
1600,Simon and Garfunkel,I Am A Rock
1601,Simon and Garfunkel,Homeward Bound
1602,Sir Douglas Quintet,She's About A Mover
1603,Sisqo,Incomplete
1604,Sister Hazel,All For You
1605,Sister Sledge,We Are Family
1606,Sister Sledge,He's The Greatest Dancer
1607,Skee-lo,I Wish
1608,Skeeter Davis,I Can't Stay Mad At You
1609,Skid Row,I Remember You
1610,Skid Row,18 And Life
1611,Sly and The Family Stone,If You Want Me To Stay
1612,Smash Mouth,Then The Morning Comes
1613,Smashing Pumpkins,1979
1614,Snoop Dogg,Sensual Seduction
1615,Snoop Dogg,Drop It Like It's Hot
1616,Snoop Dogg,Beautiful
1617,Snoop Dogg,Drop it Like it's Hot
1618,Snoop Doggy Dogg,Gin And Juice
1619,Somethin' For The People,My Love Is The Shhh!
1620,Sonique,It Feels So Good
1621,Sonny and Cher,A Cowboy's Work Is Never Done
1622,Sonny and Cher,Baby Don't Go
1623,Sophie B. Hawkins,Damn I Wish I Was Your Lover
1624,Sophie B. Hawkins,As I Lay Me Down
1625,Soul For Real,Every Little Thing I Do
1626,Soul For Real,Candy Rain
1627,Sounds Orchestral,Cast Your Fate To The Wind
1628,Spencer Davis Group,Gimme Some Lovin'
1629,Spice Girls,Too Much
1630,Spice Girls,2 Become 1
1631,Spice Girls,Say You'll Be There
1632,Spin Doctors,Two Princes
1633,Spinners,Could It Be I'm Falling In Love
1634,Stacey Q,Two Of Hearts
1635,Stampeders,Sweet City Woman
1636,Stan Getz,The Girl From Ipanema
1637,Standells,Dirty Water
1638,Staple Singers,Let's Do It Again
1639,Starship,Sara
1640,Status Quo,Pictures Of Matchstick Men
1641,Stealers Wheel,Stuck In The Middle With You
1642,Steely Dan,Do It Again
1643,Steely Dan,Rikki Don't Lose That Number
1644,Steely Dan,Peg
1645,Steely Dan,Hey Nineteen
1646,Steely Dan,Reelin' In The Years
1647,Steppenwolf,Born To Be Wild
1648,Steppenwolf,Magic Carpet Ride
1649,Steve Forbert,Romeo's Tune
1650,Steve Lawrence,Pretty Blue Eyes
1651,Steve Miller Band,Fly Like An Eagle
1652,Steve Miller Band,The Joker
1653,Steve Miller Band,Jet Airliner
1654,Steve Winwood,While You See A Chance
1655,Stevie Nicks,Leather And Lace
1656,Stevie Nicks,Stand Back
1657,Stevie Nicks,Talk To Me
1658,Stevie Wonder,My Cherie Amour
1659,Stevie Wonder,Send One Your Love
1660,Stevie Wonder,I Wish
1661,Stevie Wonder,Higher Ground
1662,Stevie Wonder,Boogie On Reggae Woman
1663,Stevie Wonder,Living For The City
1664,Stevie Wonder,Master Blaster
1665,Stevie Wonder,That Girl
1666,Stevie Wonder,I Ain't Gonna Stand For It
1667,Stevie Wonder,I Just Called To Say I Love You
1668,Stevie Wonder,Uptight
1669,Stevie Wonder,If You Really Love Me
1670,Stevie Wonder,Superstition
1671,Strawberry Alarm Clock,Incense And Peppermints
1672,Stray Cats,Stray Cat Strut
1673,Styx,Come Sail Away
1674,Styx,Too Much Time On My Hands
1675,Styx,Show Me The Way
1676,Styx,Don't Let It End
1677,Styx,The Best Of Times
1678,Styx,Lady
1679,Styx,Renegade
1680,Styx,Mr. Roboto
1681,Sugar Ray,Someday
1682,Sugar Ray,When It's Over
1683,Sunshine Anderson,Heard It All Before
1684,Supertramp,The Logical Song
1685,Supremes,Love Is Here And Now You're Gone
1686,Supremes,Baby Love
1687,Supremes,You Keep Me Hangin' On
1688,Supremes,The Happening
1689,Supremes,Back In My Arms Again
1690,Survivor,I Can't Hold Back
1691,Survivor,The Search Is Over
1692,Suzanne Vega,Luka
1693,Suzi Quatro,Stumblin' In
1694,Swedish House Mafia,Don't You Worry Child
1695,Sweet Sensation,If Wishes Came True
1696,Swing Out Sister,Breakout
1697,Switchfoot,Meant to Live
1698,T-Pain,Bartender
1699,T-Pain,I'm N Luv
1700,T-Pain,Can't Believe It
1701,T-Pain,I'm Sprung
1702,T. Rex,Bang A Gong
1703,Take That,Back For Good
1704,Tavares,Heaven Must Be Missing An Angel
1705,Taylor Dayne,With Every Beat Of My Heart
1706,Taylor Dayne,Love Will Lead You Back
1707,Taylor Dayne,Tell It To My Heart
1708,Taylor Dayne,I'll Be Your Shelter
1709,Taylor Dayne,Don't Rush Me
1710,Taylor Swift,Our Song
1711,Taylor Swift,22
1712,Taylor Swift,Wildest Dreams
1713,Taylor Swift,Style
1714,Taylor Swift,Back To December
1715,Taylor Swift,We Are Never Ever Getting Back Together
1716,Taylor Swift,Teardrops On My Guitar
1717,Taylor Swift,Mine
1718,Tears For Fears,Sowing The Seeds Of Love
1719,Tears For Fears,Head Over Heels
1720,Technotronic,Move This
1721,Teena Marie,Lover Girl
1722,Temptations,Ball Of Confusion
1723,Temptations,The Way You Do The Things You Do
1724,Temptations,Ain't Too Proud To Beg
1725,Temptations,"Run Away Child, Running Wild"
1726,Temptations,You're My Everything
1727,Temptations,Beauty Is Only Skin Deep
1728,Terence Trent d'Arby,Sign Your Name
1729,Tesla,Signs
1730,Tesla,Love Song
1731,Tevin Campbell,I'm Ready
1732,Tevin Campbell,Can We Talk
1733,Third Eye Blind,Never Let You Go
1734,Third Eye Blind,Jumper
1735,Thomas Dolby,She Blinded Me With Science
1736,Thompson Twins,Hold Me Now
1737,Three Dog Night,Easy To Be Hard
1738,Three Dog Night,Black And White
1739,Three Dog Night,Never Been To Spain
1740,Three Dog Night,The Show Must Go On
1741,Three Dog Night,Shambala
1742,Three Dog Night,Liar
1743,Tim McGraw,Please Remember Me
1744,Tim McGraw,It's Your Love
1745,Timbaland,Carry Out
1746,Tina Turner,We Don't Need Another Hero
1747,Tina Turner,Typical Male
1748,Tina Turner,I Don't Wanna Fight
1749,Tina Turner,Better Be Good To Me
1750,Tinie Tempah,Written In The Stars
1751,Tom Jones,It's Not Unusual
1752,Tom Jones,Delilah
1753,Tom Jones,What's New Pussycat?
1754,Tom Jones,She's A Lady
1755,Tom Petty,Free Fallin'
1756,Tom Petty,You Don't Know How It Feels
1757,Tom Petty and The Heartbreakers,Don't Do Me Like That
1758,Tommy Roe,Sweet Pea
1759,Tommy Roe,Everybody
1760,Tommy Roe,Hooray For Hazel
1761,Tone Loc,Funky Cold Medina
1762,Tone Loc,Wild Thing
1763,Toni Basil,Mickey
1764,Toni Braxton,Another Sad Love Song
1765,Tony Bennett,I Wanna Be Around
1766,Tony Orlando,Bless You
1767,Total,What About Us
1768,Total,Can't You See
1769,Total,Kissin' You
1770,Total,Trippin'
1771,Tove Lo,Talking Body
1772,Toya,I Do!!
1773,Train,Meet Virginia
1774,Train,Calling All Angels
1775,Trammps,Disco Inferno
1776,Trapt,Headstrong
1777,Travie McCoy,Billionaire
1778,Tremeloes,Silence Is Golden
1779,Trey Songz,Slow Motion
1780,Trey Songz,Na Na
1781,Trey Songz,Bottoms Up
1782,Trey Songz,Say Aah
1783,Troggs,Love Is All Around
1784,Troggs,Wild Thing
1785,Truth Hurts,Addictive
1786,Tubes,She's A Beauty
1787,Tyga,Rack City
1788,Tyrese,Sweet Lady
1789,Tyrese,How You Gonna Act Like That
1790,U2,Mysterious Ways
1791,U2,Desire
1792,U2,One
1793,U2,I Still Haven't Found What I'm Looking For
1794,UB40,The Way You Do The Things You Do
1795,UB40,Here I Am
1796,UB40,Red Red Wine
1797,Usher,Scream
1798,Usher,I Don't Mind
1799,Usher,DJ Got Us Fallin' In Love
1800,Usher,Climax
1801,Usher,Caught Up
1802,Usher,More
1803,Van Halen,Why Can't This Be Love
1804,Van Morrison,Brown Eyed Girl
1805,Vance Joy,Riptide
1806,Vanilla Ice,Ice Ice Baby
1807,Vanilla Ice,Play That Funky Music
1808,Vicki Carr,It Must Be Him
1809,Vicki Sue Robinson,Turn The Beat Around
1810,Village People,In The Navy
1811,Vogues,"Turn Around, Look At Me"
1812,Waka Flocka Flame,No Hands
1813,Wale,Bad
1814,Wang Chung,Dance Hall Days
1815,Warren G,This D.J.
1816,Wayne Wonder,No Letting Go
1817,White Plains,My Baby Loves Lovin'
1818,White Town,Your Woman
1819,Whitney Houston,You Give Good Love
1820,Whitney Houston,My Love Is Your Love
1821,Whitney Houston,Count On Me
1822,Whitney Houston,I Have Nothing
1823,Whitney Houston,I'm Your Baby Tonight
1824,Whitney Houston,Where Do Broken Hearts Go
1825,Whitney Houston,It's Not Right But It's Okay
1826,Whitney Houston,I Believe In You And Me
1827,Whitney Houston,Saving All My Love For You
1828,Whitney Houston,I'm Every Woman
1829,Will Smith,Wild Wild West
1830,Will Smith,Switch
1831,Will Smith,Miami
1832,Wilson Phillips,You're In Love
1833,Wilson Phillips,Impulsive
1834,Wilson Pickett,Funky Broadway
1835,Wings,Live And Let Die
1836,Wings,Listen To What The Man Said
1837,Wings,Goodnight Tonight
1838,Wings,Let 'Em In
1839,Wiz Khalifa,Roll Up
1840,Wiz Khalifa,Black And Yellow
1841,Wiz Khalifa,"Work Hard, Play Hard"
1842,Wyclef Jean,Sweetest Girl
1843,Wyclef Jean,Gone Till November
1844,X Ambassadors,Renegades
1845,Xscape,Just Kickin' It
1846,Xscape,Understanding
1847,Xscape,The Arms Of The One Who Loves You
1848,Yardbirds,Heart Full Of Soul
1849,Yardbirds,For Your Love
1850,Ying Yang Twins,Salt Shaker
1851,Ying Yang Twins,Wait
1852,Young Jeezy,Soul Survivor
1853,Young Jeezy,Put On
1854,Young M.C.,Bust A Move
1855,Young Rascals,How Can I Be Sure
1856,Young Rascals,I've Been Lonely Too Long
1857,YoungBloodZ,Damn!
1858,ZZ Top,Legs
1859,Zager and Evans,In The Year 2525
1860,Zedd,Clarity
1861,Zhane,Hey Mr. D.J.
1862,Zhane,Groove Thang
